pageid,class
13736167,yes
192005,yes
12471,yes
1587917,yes
19629641,yes
236489,yes
2553981,yes
60290,yes
103123,yes
50482,yes
146978,yes
43047687,yes
48146,yes
11121,yes
11121,yes
415961,yes
5843419,yes
445861,yes
10979,yes
42068,yes
10635,yes
21401843,yes
59212,yes
83933,yes
1385923,yes
10671,yes
11986472,yes
11582,yes
88750,yes
179342,yes
501787,yes
29688374,yes
11921,yes
18723138,yes
43758363,yes
92656,yes
1457022,yes
13070,yes
38076,yes
12383,yes
550948,yes
216102,yes
67918,yes
12441,yes
106402,yes
41940,yes
158879,yes
11955,yes
331028,yes
3414021,yes
35075784,yes
5030380,yes
156507,yes
23306893,yes
13058,yes
718108,yes
2008784,yes
594388,yes
15131007,yes
418944,yes
295445,yes
5042951,yes
299078,yes
294295,yes
12471,yes
5042765,yes
66578,yes
19568112,yes
1092923,yes
2282040,yes
12905,yes
4321115,yes
19283335,yes
72727,yes
21350772,yes
4851478,yes
44276,yes
12686,yes
2773076,yes
167936,yes
26152,yes
11065091,yes
14170,yes
59097,yes
14091,yes
203237,yes
13913,yes
187273,yes
19389318,yes
155160,yes
124802,yes
4748957,yes
2387806,yes
3418303,yes
195306,yes
20200414,yes
13547,yes
437067,yes
14233,yes
35751103,yes
261925,yes
16463132,yes
17173785,yes
13869,yes
336056,yes
9603757,yes
27992,yes
29440,yes
3895745,yes
12254052,yes
4124046,yes
743769,yes
88923,yes
26847,yes
25664190,yes
175811,yes
13690575,yes
2095829,yes
27655,yes
18932365,yes
17416221,yes
27977,yes
32350676,yes
816925,yes
179553,yes
24795561,yes
26779,yes
26950,yes
4751135,yes
26667,yes
18842471,yes
5980301,yes
189109,yes
28265,yes
21496026,yes
28480,yes
148956,yes
25272420,yes
16146360,yes
17157886,yes
26678,yes
27783,yes
335195,yes
18956166,yes
640689,yes
38466392,yes
1380550,yes
16844797,yes
59606,yes
27421,yes
28246,yes
427707,yes
1514981,yes
102075,yes
27999,yes
218299,yes
26748,yes
486017,yes
28642,yes
666601,yes
29612,yes
1337691,yes
30741795,yes
30658,yes
61117,yes
31438,yes
30635,yes
30077,yes
30797,yes
30297,yes
5422144,yes
56481,yes
22754875,yes
21898839,yes
143377,yes
1151958,yes
184136,yes
30475,yes
83859,yes
10839777,yes
149014,yes
169496,yes
65719,yes
1056144,yes
428819,yes
30636,yes
63578,yes
1351855,yes
29810,yes
38711,yes
29812,yes
1397993,yes
137840,yes
30680,yes
1923870,yes
65735,yes
29838,yes
656307,yes
30535,yes
528543,yes
221998,yes
29922,yes
58397,yes
65192,yes
44534,yes
33139,yes
25862547,yes
34289,yes
34272,yes
34350,yes
3524766,yes
301899,yes
34244,yes
171306,yes
78747,yes
766968,yes
34421,yes
34399,yes
77880,yes
14529239,yes
1332334,yes
415767,yes
12232585,yes
684813,yes
20764470,yes
1553191,yes
201936,yes
31150160,yes
47374,yes
21538638,yes
12561015,yes
167884,yes
33933496,yes
1673370,yes
5069516,yes
275051,yes
82065,yes
2047065,yes
765,yes
307,yes
2731583,yes
58809,yes
2343,yes
49392,yes
2503,yes
2162,yes
18947965,yes
1653,yes
894,yes
10934212,yes
1921,yes
251879,yes
5042706,yes
48370461,yes
166702,yes
161947,yes
624,yes
500309,yes
736,yes
717,yes
2965,yes
358934,yes
212472,yes
45214,yes
5297192,yes
55313,yes
381552,yes
1845,yes
18914017,yes
1902,yes
1950,yes
863,yes
521057,yes
5315944,yes
1131183,yes
1973,yes
172479,yes
19346935,yes
4097799,yes
2460,yes
12,yes
1023,yes
1630179,yes
22320587,yes
315087,yes
432972,yes
1623,yes
99881,yes
864,yes
232035,yes
48522,yes
72671,yes
5792809,yes
800,yes
331538,yes
2314,yes
52045701,yes
205522,yes
68335,yes
700568,yes
4577283,yes
569,yes
283205,yes
43441237,yes
2197030,yes
8814638,yes
42762068,yes
1429917,yes
571440,yes
1078,yes
2200527,yes
37873196,yes
80740,yes
2944,yes
155033,yes
140376,yes
1806,yes
309935,yes
51669,yes
42277,yes
274539,yes
425757,yes
2450993,yes
6822,yes
678255,yes
606848,yes
553050,yes
5920,yes
17253537,yes
320023,yes
68319,yes
6907,yes
42635,yes
51255,yes
278119,yes
80696,yes
6100,yes
50490,yes
6886,yes
5945,yes
5465786,yes
1651190,yes
250193,yes
5405,yes
5751,yes
15147453,yes
7738,yes
2627820,yes
5847204,yes
196570,yes
125309,yes
63317,yes
5211,yes
345597,yes
5635,yes
73626,yes
1281795,yes
6438,yes
6671,yes
8718425,yes
28291766,yes
8389,yes
6910,yes
5987,yes
208413,yes
191704,yes
241649,yes
325329,yes
7463,yes
13886661,yes
20914042,yes
9209651,yes
215623,yes
215623,yes
158177,yes
7023,yes
95801,yes
2298740,yes
6623,yes
41568624,yes
5530,yes
5919,yes
7283,yes
26410,yes
5278,yes
18948365,yes
5648,yes
5714828,yes
5655,yes
7683,yes
5326,yes
49823,yes
5785,yes
7172656,yes
2279619,yes
23818735,yes
8931878,yes
709683,yes
1046514,yes
7339782,yes
69801,yes
4412145,yes
6760,yes
36662188,yes
5042481,yes
6827,yes
1008588,yes
181322,yes
32492747,yes
19005719,yes
5593,yes
183570,yes
252854,yes
20648089,yes
235169,yes
605837,yes
339365,yes
456252,yes
9442699,yes
10431114,yes
12686162,yes
